City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
692,Porto Novo,BJ,6.4965,2.6036,78.62,87,35,6.11,scattered clouds
693,Clarksville,US,36.5298,-87.3595,80.65,20,0,5.75,clear sky
694,Srandakan,ID,-7.9386,110.2506,75.94,86,100,8.55,overcast clouds
695,Phan Thiet,VN,10.9333,108.1,77.47,87,99,4.25,overcast clouds
696,Bud,US,39.447,-86.1758,78.75,30,61,3.33,broken clouds
697,Aripuana,BR,-9.1667,-60.6333,94.48,35,99,0.69,overcast clouds
698,Anadyr,RU,64.75,177.4833,43.3,93,75,26.84,broken clouds
699,Cosio,MX,22.35,-102.3,68.49,46,95,2.77,overcast clouds
700,Jagdalpur,IN,19.0667,82.0333,70.54,95,100,3.33,overcast clouds
701,Baruun-Urt,MN,46.6806,113.2792,25.54,48,13,7.18,few clouds
